rank,composite,rho,hof,d,p,maxtan,smiles
36,1.0147775987316026,1.9653520584106445,167.96914672851562,9.37281608581543,39.982757568359375,0.0,O=[N+]([O-])c1nonc1C=NO[N+]([O-])[N+](=O)[O-]
37,1.0145157367902629,1.9495396614074707,136.02261352539062,9.482878684997559,39.34804153442383,0.0,[N-][N+](=O)C(=O)C(n1nc([N+](=O)[O-])nc1N[N+][O-])[N+](=O)[O-]
38,1.0143531887441606,1.9830937385559082,235.8004150390625,9.49399185180664,39.99998474121094,0.0,O=[N+]([O-])c1nc2c([N+](=O)[O-])nnn2nc1[N+](=O)[O-]
39,1.0142742610985178,1.995812177658081,147.98553466796875,9.519519805908203,40.56583786010742,0.0,O=c1c2c(nnn2[N+](=O)[O-])nc([N+](=O)[O-])n1[N+](=O)[O-]
40,1.0142344106818506,1.9808318614959717,197.45245361328125,9.569368362426758,39.929290771484375,0.0,O=c1nc([N+](=O)[O-])n([N+](=O)[O-])c2nc([N+](=O)[O-])nn12
41,1.013678909585982,1.9837589263916016,179.32809448242188,9.487967491149902,40.10352325439453,0.0,O=c1nc2c(nn1[N+](=O)[O-])c([N+](=O)[O-])nn2[N+](=O)[O-]
42,1.0136688755949523,1.9962010383605957,218.14297485351562,9.363846778869629,39.975032806396484,0.0,O=[N+]([O-])c1nc2onc([N+](=O)[O-])n2n1
43,1.0136444969821732,2.001163959503174,209.5633544921875,9.501379013061523,39.87660217285156,0.0,O=[N+]([O-])c1nc2nnc([N+](=O)[O-])n2nc1[N+](=O)[O-]
44,1.0130195238924002,1.9792017936706543,288.84765625,9.61483383178711,39.82081604003906,0.0,O=[N+]([O-])c1nc2nc([N+](=O)[O-])c([N+](=O)[O-])nn2n1
45,1.0126281605877598,1.9803822040557861,196.83328247070312,9.47859001159668,41.017005920410156,0.0,O=c1n([N+](=O)[O-])nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n12
46,1.0123781138795778,1.9779175519943237,190.97634887695312,9.686765670776367,40.42634582519531,0.0,O=[N+]([O-])Nn1c([N+](=O)[O-])nn2c([N+](=O)[O-])nnc12
47,1.0119813217975475,2.0262765884399414,173.1939697265625,9.472822189331055,40.28509521484375,0.0,O=[N+]([O-])c1nnc2nnc([N+](=O)[O-])n2c1[N+](=O)[O-]
48,1.0117367891019702,1.9535160064697266,224.86553955078125,9.344404220581055,41.40204620361328,0.0,[O-][N+]c1no[n+]([O-])n1
